MONTH,DAY_OF_WEEK,DEP_DEL15,CONCURRENT_FLIGHTS,CARRIER_NAME,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,SNOW,AWND
7,5,0,24,JetBlue Airways,0.0001600389254787,0.0001268661761139,6,0.0,9.4
1,7,1,41,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,4.92
6,7,0,20,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,15.21
7,1,0,12,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,1,0.0,7.83
8,2,0,86,Mesa Airlines Inc.,0.0,9.131157116170832e-05,3,0.0,5.37
3,1,0,22,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,6.26
6,3,0,85,Mesa Airlines Inc.,0.0,9.131157116170832e-05,14,0.0,8.28
5,5,0,26,JetBlue Airways,0.0001600389254787,0.0001268661761139,11,0.0,9.17
5,7,0,61,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,4.03
12,1,0,41,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,20,1.0,2.46
3,3,0,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,15.21
11,7,0,23,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,9.84
9,1,0,8,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,3,0.0,4.92
5,2,0,2,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,7.61
8,5,0,6,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,16,0.0,3.58
9,2,0,51,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,12.53
9,4,0,64,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,6.93
8,5,0,25,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,5.14
11,3,1,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,8,0.0,12.53
5,2,0,6,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,18,0.0,8.28
2,3,0,51,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,7,0.0,10.51
9,1,0,5,Mesa Airlines Inc.,0.0,9.131157116170832e-05,16,0.0,8.5
11,3,0,28,JetBlue Airways,0.0001600389254787,0.0001268661761139,11,0.0,16.11
4,2,1,5,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,9.62
5,2,0,32,Mesa Airlines Inc.,0.0,9.131157116170832e-05,15,0.0,7.38
3,2,1,11,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,5.82
12,7,0,8,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,8.05
3,6,0,3,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,20,0.0,17.45
4,2,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,8.72
11,5,0,4,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,17,0.0,9.17
4,2,0,81,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,5.82
4,5,0,26,JetBlue Airways,0.0001600389254787,0.0001268661761139,13,0.0,8.5
4,3,0,25,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,5,0.0,11.18
5,4,0,1,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,16,0.0,6.49
6,3,0,3,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,8.05
11,5,1,70,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,9,0.0,11.86
12,6,0,50,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,4,0.0,11.18
4,5,0,57,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,10,0.0,12.97
5,3,0,8,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,2,0.0,8.5
10,4,0,30,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,7,0.0,14.76
4,7,0,24,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,8.05
11,6,0,79,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,22,0.0,6.26
11,1,0,8,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,2.91
7,6,0,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,7.83
12,1,0,72,Comair Inc.,0.0,8.999810569042966e-05,0,0.0,9.84
9,4,0,13,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,20,0.0,10.51
7,3,0,6,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,0,0.0,5.82
10,3,0,42,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,5.14
10,7,0,74,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,9.17
12,2,0,38,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,13,0.0,12.3
10,5,1,38,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,0,0.0,16.33
1,6,0,43,Comair Inc.,0.0,8.999810569042966e-05,3,0.0,10.51
8,4,1,46,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,11,0.0,9.17
2,6,0,39,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,3,0.0,8.05
7,1,0,8,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,3,0.0,6.93
5,5,0,3,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,2,0.0,6.71
8,1,0,22,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,10.96
6,7,1,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,10,0.0,5.59
2,7,0,10,Comair Inc.,0.0,8.999810569042966e-05,15,0.0,8.95
8,7,1,15,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,19,0.0,4.92
11,2,0,22,Endeavor Air Inc.,0.0,9.351277617445625e-05,15,0.0,6.71
11,5,0,6,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,14,0.0,9.4
3,5,0,2,Endeavor Air Inc.,0.0,9.351277617445625e-05,11,0.0,7.83
3,6,0,25,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,5,0.0,16.11
9,7,0,26,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,7.61
8,4,0,19,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,7.38
2,7,1,26,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,5.59
2,3,0,5,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,5.14
9,1,0,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,17,0.0,8.05
12,5,0,4,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,6.04
5,3,1,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,11.41
12,1,0,8,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,21,0.0,4.7
1,7,0,5,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,22,0.0,8.72
10,2,0,62,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,17.22
1,1,0,62,Mesa Airlines Inc.,0.0,9.131157116170832e-05,4,0.0,5.82
7,2,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,6,0.0,7.83
7,7,0,21,Mesa Airlines Inc.,0.0,9.131157116170832e-05,4,0.0,9.84
3,4,0,45,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,4,0.0,8.5
11,1,1,31,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,13,0.0,4.92
12,6,0,43,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,8.28
3,5,0,29,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,3.13
5,4,1,23,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,19,0.0,9.62
1,7,1,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,20,0.0,12.75
9,5,0,64,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,13,0.0,10.74
11,3,0,65,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,11,0.0,9.62
11,3,1,48,Mesa Airlines Inc.,0.0,9.131157116170832e-05,16,0.0,6.93
8,1,0,1,Comair Inc.,0.0,8.999810569042966e-05,3,0.0,5.37
3,7,0,47,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,17,0.0,6.26
1,4,0,23,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,3.13
5,5,0,9,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,1,0.0,12.3
9,6,0,52,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,5.37
5,4,0,83,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,11,0.0,8.5
10,1,0,3,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,15,0.0,6.71
4,1,0,28,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,12,0.0,8.95
5,3,1,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,6.04
2,5,0,15,Mesa Airlines Inc.,0.0,9.131157116170832e-05,16,0.0,5.14
3,7,0,49,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,6.49
1,1,0,18,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,3,0.0,18.57
9,6,1,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,12.08
8,5,0,19,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,4,0.0,12.08
7,7,0,27,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,8,0.0,9.17
3,6,1,37,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,11.86
5,1,0,57,Mesa Airlines Inc.,0.0,9.131157116170832e-05,14,0.0,16.55
5,6,0,8,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,11,0.0,11.18
11,7,0,18,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,3.13
5,3,0,27,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,2,0.0,10.51
8,2,1,40,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,16,0.0,5.14
12,7,0,59,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,10.51
6,4,1,26,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,21,0.0,9.17
11,3,0,60,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,9.17
9,6,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,7.83
6,4,1,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,7.83
12,7,0,16,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,12.53
1,4,0,9,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,12.97
8,4,0,22,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,7.83
7,3,0,27,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,4,0.0,11.41
7,5,0,16,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,2,0.0,20.8
3,5,0,8,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,18,0.0,7.83
3,1,0,13,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,7.61
1,6,0,10,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,3.13
12,7,0,19,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,11,0.0,1.34
10,6,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,8.95
6,7,0,28,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,11,0.0,9.17
3,7,0,18,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,5,0.0,10.51
10,3,0,27,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,10.51
7,6,0,6,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,3.8
3,4,1,22,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,6,0.0,9.62
10,2,0,30,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,19,0.0,6.49
8,2,0,23,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,3,0.0,5.37
5,5,1,5,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,25,0.0,7.16
7,5,0,15,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,22,0.0,4.25
7,3,0,34,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,6.93
1,7,0,24,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,13,0.0,6.04
7,2,0,26,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,16,0.0,8.95
5,4,1,6,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,7.61
3,3,0,20,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,24,0.0,4.92
1,7,0,24,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,6,0.0,6.93
5,7,0,18,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,6.04
9,1,1,11,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,12,0.0,4.03
7,2,0,31,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,17,0.0,4.25
9,4,0,21,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,8.72
4,2,0,13,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,15,0.0,13.87
4,5,0,62,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,7.38
3,7,0,69,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,8,0.0,19.69
5,6,1,14,JetBlue Airways,0.0001600389254787,0.0001268661761139,7,0.0,4.47
1,3,0,67,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,9.4
7,3,0,19,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,14,0.0,5.82
5,5,1,34,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,9,0.0,4.92
8,1,0,5,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,29,0.0,10.74
1,7,0,13,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,5.59
9,5,0,4,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,14,0.0,6.49
6,3,0,9,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,5.82
7,6,1,23,JetBlue Airways,0.0001600389254787,0.0001268661761139,14,0.0,8.72
1,7,0,41,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,8,0.0,6.93
9,4,0,90,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,24,0.0,4.7
8,1,0,27,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,9,0.0,5.82
8,4,0,30,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,18,0.0,7.16
5,7,0,56,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,15,0.0,11.18
7,6,0,22,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,15,0.0,4.7
9,3,1,82,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,17,0.0,5.37
11,5,1,5,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,14,0.0,6.49
8,5,0,23,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,11,0.0,9.4
11,4,0,30,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,6.26
8,2,0,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,16,0.0,5.37
3,3,0,94,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,19,0.0,11.18
12,7,1,10,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,1,0.0,7.61
10,4,0,9,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,5.82
8,2,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,5.82
9,6,1,48,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,28,0.0,7.61
11,6,0,14,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,13.2
12,4,0,2,JetBlue Airways,0.0001600389254787,0.0001268661761139,12,0.8,12.08
3,5,0,46,Atlantic Southeast Airlines,0.0,0.0001998053656534,18,0.0,4.47
10,5,0,26,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,5,0.0,9.62
1,6,1,27,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,11,3.7,20.13
1,6,0,68,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,3,0.0,13.42
6,6,0,56,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,2,0.0,9.62
12,2,0,58,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,6.49
9,3,0,82,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,4.03
5,7,0,7,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,1,0.0,7.16
11,3,0,4,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,3,0.0,4.47
5,5,0,16,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,11.18
2,2,0,31,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,2.91
2,7,0,46,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,20,0.6,7.16
12,7,0,27,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,8.5
5,2,1,6,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,17,0.0,9.62
8,2,0,50,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,16,0.0,4.92
5,4,0,31,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,7,0.0,14.99
12,2,0,32,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,4.47
9,5,0,92,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,5,0.0,3.8
1,1,1,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,21.92
4,7,0,71,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,4,0.0,17.22
9,4,0,30,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,14.32
5,4,1,14,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,7.38
9,6,0,37,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,8.28
6,1,1,94,Mesa Airlines Inc.,0.0,9.131157116170832e-05,16,0.0,3.36
9,6,0,26,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,12,0.0,6.93
1,7,0,20,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,3.8
9,2,0,30,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,10.74
2,1,0,26,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,3,0.0,9.4
9,7,0,78,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,5.37
3,6,0,46,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,3.2,13.87
1,4,1,5,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,21,0.0,4.47
3,5,0,21,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,18,0.0,8.95
7,3,1,8,Endeavor Air Inc.,0.0,9.351277617445625e-05,11,0.0,7.61
8,2,0,8,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,11,0.0,17.67
11,2,0,15,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,1,0.0,11.41
9,5,0,2,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,13,0.0,4.47
9,5,0,50,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,12.53
10,2,0,7,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,8.95
6,5,0,31,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,7.38
2,1,0,35,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,3,0.3,7.16
6,4,0,10,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,6.04
2,1,0,78,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,3.8
10,3,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,12.3
9,1,0,66,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,3,0.0,4.7
11,6,0,20,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,4.92
12,5,1,65,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,4,0.0,4.7
5,6,0,10,Mesa Airlines Inc.,0.0,9.131157116170832e-05,15,0.0,5.14
4,2,0,9,Comair Inc.,0.0,8.999810569042966e-05,18,0.0,7.61
12,5,0,14,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,18,0.0,5.59
6,1,1,59,Mesa Airlines Inc.,0.0,9.131157116170832e-05,2,0.0,5.82
1,5,1,33,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,20,0.0,9.4
6,4,0,9,Comair Inc.,0.0,8.999810569042966e-05,15,0.0,10.51
4,2,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,6.49
5,3,0,11,Mesa Airlines Inc.,0.0,9.131157116170832e-05,16,0.0,11.41
4,5,0,21,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,2,0.0,12.3
7,7,0,29,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,11.41
7,2,1,65,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,3,0.0,7.83
10,2,0,9,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,8.28
9,6,0,5,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,21,0.0,5.59
8,6,0,51,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,21,0.0,4.47
10,7,0,71,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,9.62
7,3,0,30,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,2,0.0,6.93
11,6,0,33,JetBlue Airways,0.0001600389254787,0.0001268661761139,6,0.0,9.62
9,6,0,70,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,20,0.0,5.37
11,1,0,13,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,8.95
9,2,0,41,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,9.62
4,5,0,8,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,4.92
9,2,0,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,10,0.0,9.62
12,7,0,8,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,13,0.0,4.92
3,3,0,24,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,11.86
8,1,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,7.38
3,1,0,31,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,1,0.0,6.71
10,5,0,35,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,13,0.0,5.82
10,5,0,39,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,2,0.0,3.8
3,6,1,43,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,19.01
7,4,0,9,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,26,0.0,8.5
7,1,0,61,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,3.8
6,6,0,20,JetBlue Airways,0.0001600389254787,0.0001268661761139,16,0.0,10.07
11,7,0,20,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,9.62
8,2,0,26,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,13.65
3,7,0,10,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,5.37
3,4,1,30,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,5.14
3,3,1,21,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,16.11
8,1,0,31,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,2,0.0,9.4
3,6,1,15,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,14.99
12,7,0,88,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,14.32
6,7,0,23,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,6,0.0,10.29
8,7,1,90,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,17,0.0,5.82
4,3,0,19,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,7,0.0,12.97
9,7,0,61,Comair Inc.,0.0,8.999810569042966e-05,4,0.0,4.7
9,2,0,45,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,8.95
3,7,0,14,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,13,0.0,8.28
7,5,0,7,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,16,0.0,5.59
7,2,0,4,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,12,0.0,7.61
1,2,0,9,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,21,0.0,12.75
3,1,0,29,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,16,0.0,9.4
8,3,0,36,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,5,0.0,8.28
9,3,0,89,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,15,0.0,6.93
9,1,0,7,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,9.4
2,5,0,6,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,21,0.0,2.91
12,7,0,3,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,5.14
7,4,0,32,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,19,0.0,10.07
2,1,0,7,Endeavor Air Inc.,0.0,9.351277617445625e-05,13,0.0,12.97
8,5,1,24,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,22,0.0,7.83
4,6,0,32,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,3,0.0,12.3
8,5,0,51,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,6.93
3,5,0,81,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,21,0.0,4.7
6,2,0,61,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,11.18
8,5,1,26,JetBlue Airways,0.0001600389254787,0.0001268661761139,13,0.0,8.05
3,3,0,2,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,22,0.0,8.5
8,5,0,76,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,31,0.0,6.04
6,7,1,46,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,0,0.0,5.82
