,MONTH,DAY_OF_WEEK,DEP_DEL15,CONCURRENT_FLIGHTS,CARRIER_NAME,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,SNOW,AWND
1997959,4,2,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,10.29
697003,2,7,0,58,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,1.79
6091873,12,4,0,40,JetBlue Airways,0.0001600389254787,0.0001268661761139,15,0.0,11.18
2924120,6,3,1,4,JetBlue Airways,0.0001600389254787,0.0001268661761139,7,0.0,7.61
5973358,12,2,0,49,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,17,0.0,8.95
3270654,7,3,0,82,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,6,0.0,6.04
1953399,4,4,0,4,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,8.05
5610034,11,6,1,22,JetBlue Airways,0.0001600389254787,0.0001268661761139,8,0.0,9.84
6087298,12,5,1,21,Comair Inc.,0.0,8.999810569042966e-05,16,0.0,8.28
5938508,12,2,0,16,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,6,0.0,9.4
199486,1,4,0,29,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,5,0.0,3.13
3080629,6,6,0,6,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,20,0.0,8.28
495193,1,2,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,21,0.0,8.95
3502598,7,1,0,10,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,4,0.0,7.61
1520563,4,5,1,59,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,8.05
6471609,12,1,0,2,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,3.36
2183029,5,1,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,8.72
533411,2,6,0,27,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,13.42
4691218,9,6,1,62,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,2,0.0,16.33
592114,2,1,1,8,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,6.71
3454994,7,5,0,8,Comair Inc.,0.0,8.999810569042966e-05,3,0.0,4.25
4333946,9,4,0,81,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,5.59
4347925,9,3,0,30,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,10.74
752959,2,4,1,36,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,8.05
2294016,5,4,1,15,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,23,0.0,8.5
3878290,8,1,0,7,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,11.41
2430311,5,2,1,27,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,10,0.0,8.05
5567911,11,5,1,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,9,0.0,14.32
945974,2,7,1,3,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,18,0.0,9.4
484711,1,1,0,1,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,19,0.0,11.18
614752,2,2,0,21,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,16,0.0,8.05
3031659,6,5,1,28,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,3.58
6365694,12,6,1,34,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,11,0.0,14.09
5007742,10,7,0,45,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,3,0.0,7.38
2237825,5,5,0,7,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,19,0.0,8.05
3495543,7,6,0,43,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,7.16
3194166,7,7,0,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,10.07
3691622,7,1,0,7,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,8.05
5407213,11,5,0,81,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,0,0.0,6.93
1162983,3,7,1,28,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,6.04
3334897,7,3,1,68,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,5.37
5519620,11,1,0,48,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,8.05
1145875,3,4,0,4,Endeavor Air Inc.,0.0,9.351277617445625e-05,5,0.0,4.03
811649,2,2,0,6,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,2,0.0,8.72
2560289,5,7,0,23,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,3,0.0,8.5
3076360,6,2,0,61,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,4.92
3946641,8,5,0,87,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,11,0.0,7.16
4129801,8,1,0,10,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,11,0.0,10.74
2273495,5,3,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,5.37
98970,1,3,0,8,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,12,0.0,16.11
5506986,11,2,0,10,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,12.97
4635729,9,2,0,89,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,14,0.0,6.04
2274328,5,1,1,14,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,4.03
476048,1,2,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,12.75
2545847,5,2,0,3,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,18,0.0,7.38
2414887,5,3,1,26,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,8.5
6260636,12,3,0,14,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,6,0.0,10.74
266963,1,1,0,16,Allegiant Air,1.3252580061983644e-05,0.0001077434759039,11,0.0,9.62
723368,2,1,0,16,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,2,0.0,12.97
1761015,4,6,0,30,JetBlue Airways,0.0001600389254787,0.0001268661761139,16,0.0,17.9
4314289,9,2,1,69,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,3.58
918223,2,2,0,14,JetBlue Airways,0.0001600389254787,0.0001268661761139,15,0.0,15.43
5192350,10,6,0,22,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,7,0.0,2.91
6053021,12,3,0,13,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,21,0.0,5.59
5289305,10,5,0,31,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,20,0.0,12.75
4107664,8,4,0,15,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,4.03
3530736,7,2,0,5,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,16,0.0,6.26
408941,1,5,0,5,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,6.04
3812883,8,6,0,48,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,15,0.0,5.37
2809540,6,4,1,27,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,8.28
6374609,12,7,1,62,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,16,0.0,6.04
2613756,6,3,1,4,JetBlue Airways,0.0001600389254787,0.0001268661761139,12,0.0,12.3
3691081,7,6,0,1,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,14.54
6003682,12,4,1,44,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,21,0.0,3.8
4824832,9,7,0,4,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,14,0.0,5.37
3119856,6,2,0,5,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,7.16
501098,1,6,0,5,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,12,0.0,12.3
33536,1,2,1,62,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,11,0.0,10.74
1694369,4,3,1,37,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,7.16
199120,1,7,0,10,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,8.5
2232801,5,5,0,29,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,11,0.0,9.62
2067941,5,4,0,56,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,19.24
5423526,11,5,0,29,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,3.58
2061050,5,4,1,60,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,14,0.0,9.84
853046,2,3,0,22,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,8.28
5378227,10,1,0,7,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,13,0.0,2.91
1471557,3,1,0,47,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,4,0.0,8.5
2938605,6,5,0,29,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,18,0.0,6.93
6005726,12,4,0,8,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,3,0.0,10.96
1609476,4,3,0,6,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,8.72
3934215,8,2,0,8,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,13,0.0,6.71
5219010,10,4,0,8,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,4,0.0,8.72
5583331,11,4,0,11,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,1,0.2,9.17
3932581,8,3,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,5.37
5040981,10,2,0,42,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,7.38
2487996,5,6,0,18,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,3.13
466341,1,2,1,32,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,2,0.0,7.83
3785288,8,7,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,5.14
1189749,3,5,1,38,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,8,0.0,10.96
1333340,3,7,1,7,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,14,0.0,5.82
4696674,9,2,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,5.82
806391,2,1,0,15,Endeavor Air Inc.,0.0,9.351277617445625e-05,12,0.0,10.74
1394963,3,7,0,7,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,5.82
1859856,4,7,0,52,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,4,0.0,11.41
3871912,8,5,1,21,JetBlue Airways,0.0001600389254787,0.0001268661761139,12,0.0,8.05
3000241,6,6,1,10,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,15,0.0,11.86
2302137,5,5,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,9.4
139389,1,5,1,8,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,32,0.0,14.54
5946450,12,2,0,21,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,8,0.3,13.2
4408442,9,4,1,23,Mesa Airlines Inc.,0.0,9.131157116170832e-05,14,0.0,8.95
3048741,6,5,0,10,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,20,0.0,6.26
6463139,12,4,0,7,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,11,0.0,6.04
5236271,10,3,0,24,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,17.9
613129,2,3,1,36,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,20,0.0,7.38
1331327,3,1,0,27,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,11,0.0,7.61
6292067,12,2,0,12,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,13,0.0,12.3
1303582,3,4,0,4,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,2.0,33.78
4835218,9,4,0,12,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,4.92
3986112,8,4,0,19,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,4,0.0,6.49
5941161,12,5,0,29,JetBlue Airways,0.0001600389254787,0.0001268661761139,13,0.0,11.86
2929428,6,1,0,16,Comair Inc.,0.0,8.999810569042966e-05,0,0.0,5.59
2953277,6,1,0,40,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,2,0.0,9.17
1523181,4,2,0,40,Mesa Airlines Inc.,0.0,9.131157116170832e-05,5,0.0,7.16
4603481,9,7,0,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,5.14
502735,2,5,0,30,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,6.71
5578584,11,7,0,7,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,5.82
710780,2,3,0,20,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,4.7
5885074,11,7,0,39,Endeavor Air Inc.,0.0,9.351277617445625e-05,6,0.0,10.74
5123624,10,4,1,6,Endeavor Air Inc.,0.0,9.351277617445625e-05,16,0.0,10.29
2526775,5,3,0,32,Hawaiian Airlines Inc.,0.0001204942176112,0.0001978496657113,5,0.0,4.25
6322251,12,1,0,29,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,2,0.0,14.09
177244,1,3,0,12,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,1,0.0,5.82
4346128,9,2,0,21,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,10.74
3343051,7,2,0,29,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,8,0.0,8.05
5460761,11,2,0,22,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,29,0.0,7.16
1879989,4,7,0,40,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,10.96
5570129,11,1,0,25,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,6.93
713224,2,5,1,15,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,5,0.0,9.84
5283489,10,3,0,13,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,18,0.0,8.72
165596,1,4,0,31,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,11,0.0,9.62
6203549,12,4,0,12,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,4,0.0,2.91
2253575,5,1,0,18,Endeavor Air Inc.,0.0,9.351277617445625e-05,11,0.0,3.13
1849448,4,1,0,18,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,11,0.0,10.51
3530417,7,6,0,12,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,21,0.0,2.01
4621680,9,4,0,12,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,19,0.0,13.65
5074744,10,2,0,24,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,8,0.0,5.82
3626258,7,5,0,22,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,10,0.0,7.61
6333553,12,5,0,80,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,9,0.0,4.03
39922,1,2,0,11,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,20,0.0,5.37
6196560,12,7,1,77,Mesa Airlines Inc.,0.0,9.131157116170832e-05,12,0.0,9.62
2113735,5,4,0,52,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,15,0.0,10.29
695367,2,7,0,60,Comair Inc.,0.0,8.999810569042966e-05,4,0.0,6.26
905082,2,6,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,4.7
1469238,3,5,0,27,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,5,0.0,10.51
3382050,7,5,0,15,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,6,0.0,7.61
5497668,11,3,1,46,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,5.14
90527,1,4,0,6,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,1.57
3086963,6,1,1,14,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,4.92
1889874,4,7,0,3,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,17,0.0,8.5
488548,1,5,0,6,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,22,2.0,10.51
1896915,4,4,0,60,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,5,0.0,10.96
564334,2,2,0,42,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,17,0.0,4.7
5632971,11,7,0,6,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,21,0.0,4.03
3013931,6,3,1,37,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,15.43
4100061,8,7,1,26,Frontier Airlines Inc.,0.0001157256482767,7.134694872433899e-06,2,0.0,6.49
5074787,10,2,0,10,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,5.82
1531752,4,7,0,53,Mesa Airlines Inc.,0.0,9.131157116170832e-05,4,0.0,12.75
1841151,4,4,0,70,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,4,0.0,12.08
6073794,12,5,0,16,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,3.8
1523226,4,2,0,35,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,7.16
5774144,11,2,0,29,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,12,0.0,10.29
714250,2,3,0,31,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,16,0.0,6.26
3557523,7,7,1,17,Comair Inc.,0.0,8.999810569042966e-05,15,0.0,4.25
3765698,8,5,0,24,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,10,0.0,7.83
2171852,5,6,0,9,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,17,0.0,8.05
3567486,7,7,0,9,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,6,0.0,8.05
835954,2,5,0,29,Comair Inc.,0.0,8.999810569042966e-05,15,0.9,3.36
267185,1,1,0,4,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,16.78
536972,2,6,0,20,Comair Inc.,0.0,8.999810569042966e-05,4,0.0,8.95
693100,2,6,1,48,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,21,0.0,11.86
1183822,3,1,0,86,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,2,0.0,7.61
4354317,9,3,0,32,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,7.61
5095487,10,2,0,11,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,9.84
1608375,4,3,0,30,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,12.53
2763307,6,6,0,36,Mesa Airlines Inc.,0.0,9.131157116170832e-05,2,0.0,11.41
868277,2,3,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,13,0.0,4.47
2282619,5,5,0,71,Endeavor Air Inc.,0.0,9.351277617445625e-05,11,0.0,5.82
2816485,6,5,1,30,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,11,0.0,5.59
2288053,5,6,0,61,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,6.93
5077931,10,6,0,24,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,18,0.0,7.83
177711,1,3,0,18,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,1,0.0,5.14
163840,1,4,0,11,JetBlue Airways,0.0001600389254787,0.0001268661761139,9,0.0,11.18
5519867,11,3,0,10,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,3,0.0,6.04
1640306,4,1,0,50,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,24,0.0,12.75
2985563,6,7,1,26,Mesa Airlines Inc.,0.0,9.131157116170832e-05,2,0.0,4.03
4595148,9,7,0,19,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,3,0.0,5.82
3498665,7,7,0,12,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,4,0.0,7.83
4683131,9,2,0,28,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,2,0.0,8.5
2669238,6,5,1,6,JetBlue Airways,0.0001600389254787,0.0001268661761139,15,0.0,8.05
4989533,10,2,1,61,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,5.59
3172371,7,2,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,7.61
2280679,5,2,0,92,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,0,0.0,5.14
1463999,3,7,0,27,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,18,0.0,5.82
3715867,7,5,0,4,Mesa Airlines Inc.,0.0,9.131157116170832e-05,14,0.0,7.61
5569260,11,7,0,21,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,16.33
6413665,12,6,0,13,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,2,0.0,8.05
342435,1,4,0,20,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,13,0.0,6.26
3015508,6,6,0,5,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,10,0.0,5.37
2206497,5,4,1,60,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,7,0.0,3.13
832754,2,4,0,58,Comair Inc.,0.0,8.999810569042966e-05,11,0.0,3.36
5347405,10,6,0,10,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,19,0.0,5.82
4510490,9,7,0,25,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,7,0.0,2.91
5706631,11,3,0,23,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,21,0.0,5.82
5532507,11,7,0,24,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,3,0.0,5.14
2035124,4,3,0,11,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,5,0.0,14.54
1627609,4,7,0,34,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,14,0.0,9.62
4334972,9,1,0,40,JetBlue Airways,0.0001600389254787,0.0001268661761139,1,0.0,7.83
4768972,9,7,0,58,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,12,0.0,4.7
1931744,4,4,0,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,19,0.0,4.92
5111843,10,7,0,19,Spirit Air Lines,9.173723925704242e-06,0.0001246510730715,1,0.0,7.61
4564419,9,4,0,24,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,7,0.0,15.21
4364455,9,3,1,8,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,21,0.0,6.49
6436850,12,3,0,3,JetBlue Airways,0.0001600389254787,0.0001268661761139,12,0.0,9.62
6058926,12,5,0,8,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,20,0.0,9.17
4645800,9,3,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,8.5
5575259,11,7,0,32,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,27,0.0,6.71
1775169,4,7,0,65,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,17,0.0,5.82
642285,2,5,0,30,American Airlines Inc.,9.82082928995461e-05,0.000177287219593,5,0.0,12.97
5302454,10,5,0,4,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,17,0.0,15.43
3347099,7,2,0,12,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,19,0.0,7.61
1230202,3,6,0,9,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,11,0.0,6.71
4735027,9,5,0,18,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,16,0.0,5.14
2705385,6,5,0,82,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,16,0.0,7.83
2043250,5,6,0,43,Mesa Airlines Inc.,0.0,9.131157116170832e-05,4,0.0,14.76
140304,1,7,0,4,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,14,0.0,1.12
1515541,4,2,0,52,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,2,0.0,12.97
2694429,6,7,0,24,Atlantic Southeast Airlines,0.0,0.0001998053656534,11,0.0,10.29
2143318,5,2,0,5,Endeavor Air Inc.,0.0,9.351277617445625e-05,12,0.0,7.61
6038217,12,4,0,32,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,3,0.0,6.71
323816,1,1,0,26,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,8.72
6082962,12,2,0,1,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,18,0.0,1.12
1885587,4,4,1,24,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,1,0.0,9.62
702552,2,1,1,4,JetBlue Airways,0.0001600389254787,0.0001268661761139,8,3.6,10.29
4745527,9,7,0,29,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,11,0.0,8.95
390054,1,2,0,44,"Midwest Airline, Inc.",1.25293581928874e-06,0.0001238227442279,14,0.0,7.38
5226969,10,4,0,3,JetBlue Airways,0.0001600389254787,0.0001268661761139,12,0.0,5.82
1361850,3,2,0,5,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,28,0.0,10.07
5890548,11,1,0,4,Allegiant Air,1.3252580061983644e-05,0.0001077434759039,11,0.0,7.16
4512706,9,1,0,90,Endeavor Air Inc.,0.0,9.351277617445625e-05,14,0.0,4.7
2192658,5,4,1,26,JetBlue Airways,0.0001600389254787,0.0001268661761139,13,0.0,6.93
6201220,12,6,0,16,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,13,0.0,3.13
1966473,4,3,1,21,Delta Air Lines Inc.,0.0001441658849878,0.0001486602009422,15,0.0,18.34
2192491,5,4,0,36,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,18,0.0,6.93
259081,1,4,0,25,Alaska Airlines Inc.,3.233146156611231e-05,0.0001746014497265,11,0.0,5.37
6086967,12,5,1,73,Comair Inc.,0.0,8.999810569042966e-05,4,0.0,8.28
794763,2,4,0,6,Atlantic Southeast Airlines,0.0,0.0001998053656534,20,0.0,17.22
1373812,3,5,1,59,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,11,0.0,8.72
5025087,10,2,0,60,SkyWest Airlines Inc.,3.419267401443636e-05,9.900278805864172e-05,11,0.0,6.93
4838369,9,1,0,7,Southwest Airlines Co.,6.178236301460919e-05,9.88941230999822e-05,12,0.0,5.82
2902764,6,3,0,23,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,6,0.0,5.37
2670843,6,6,0,28,United Air Lines Inc.,0.0002538042406215,0.0002289854734932,24,0.0,5.82
5472972,11,1,0,79,American Eagle Airlines Inc.,0.000348407665605,0.000106867151749,3,0.0,10.74
